,features,labels
1201,[0.24284242 0.10073867 0.09381747 ... 0.05151331 0.11364756 0.20113946],Keratosis
1202,[0.05357273 0.00882864 0.27005256 ... 0.06290396 0.06425599 0.03243541],Keratosis
1203,[0.23226557 0.11564782 0.23226557 ... 0.08023036 0.11569712 0.1558939 ],Keratosis
1204,[0.24231396 0.0926464  0.08559688 ... 0.22857726 0.24554391 0.24554391],Keratosis
1205,[0.24778163 0.01428852 0.03614742 ... 0.03571079 0.09625868 0.01165396],Keratosis
1206,[0.24982025 0.20917906 0.18095021 ... 0.03896056 0.17936    0.23323524],Keratosis
1207,[0.22745603 0.22745603 0.15397094 ... 0.09822793 0.10083663 0.0775263 ],Keratosis
1208,[0.27214371 0.11487349 0.20182143 ... 0.05667383 0.06532246 0.18190236],Keratosis
1209,[0.14409979 0.18924302 0.2518004  ... 0.01385431 0.05624386 0.03704129],Keratosis
1210,[0.27432825 0.27432825 0.09307358 ... 0.04169022 0.         0.13150427],Keratosis
1211,[0.22853306 0.22853306 0.16992281 ... 0.29401    0.28659984 0.07466068],Keratosis
1212,[0.2489725  0.26902963 0.26902963 ... 0.12068068 0.12348523 0.17269926],Keratosis
1213,[0.23556307 0.22861562 0.16295613 ... 0.02004673 0.08583797 0.05051498],Keratosis
1214,[0.23188437 0.23188437 0.18290464 ... 0.15230977 0.16634388 0.20970644],Keratosis
1215,[0.23816966 0.07819752 0.11606424 ... 0.24214717 0.24214717 0.1266567 ],Keratosis
1216,[0.10474893 0.0627727  0.06464464 ... 0.11313684 0.23177553 0.09640322],Keratosis
1217,[0.19527634 0.03396094 0.08632786 ... 0.0246653  0.27644769 0.37757578],Keratosis
1218,[0.25589807 0.10833978 0.03289211 ... 0.22285868 0.19526528 0.15093804],Keratosis
1219,[0.25963044 0.25963044 0.10880624 ... 0.27658018 0.1265765  0.05535091],Keratosis
1220,[0.2741771  0.22151487 0.17549418 ... 0.19180414 0.23577817 0.23577817],Keratosis
1221,[0.23421467 0.15760723 0.23421467 ... 0.17697667 0.24270349 0.0660394 ],Keratosis
1222,[0.15001383 0.11009178 0.07585009 ... 0.211738   0.16111781 0.05305389],Keratosis
1223,[0.21815838 0.04377639 0.01108521 ... 0.04849801 0.04276935 0.16719925],Keratosis
1224,[0.22004972 0.1460909  0.10781955 ... 0.19412769 0.07816395 0.02210811],Keratosis
1225,[0.27737489 0.27737489 0.27529786 ... 0.09307783 0.12127861 0.13709636],Keratosis
1226,[0.22956375 0.01528129 0.0805382  ... 0.17872199 0.20935523 0.17983376],Keratosis
1227,[0.22212916 0.1520669  0.12270325 ... 0.13135389 0.19440929 0.20813522],Keratosis
1228,[0.25498261 0.10415007 0.1071158  ... 0.00444881 0.00693249 0.03527439],Keratosis
1229,[0.19148741 0.12464114 0.12086378 ... 0.07103906 0.13055971 0.1275586 ],Keratosis
1230,[0.23245247 0.16458293 0.07096223 ... 0.23471466 0.25685143 0.20246641],Keratosis
1231,[0.26037381 0.26037381 0.23622445 ... 0.0957709  0.12221016 0.19220662],Keratosis
1232,[0.22923286 0.07425267 0.07448339 ... 0.13383282 0.08792296 0.06538931],Keratosis
1233,[0.330684   0.11143366 0.12103859 ... 0.0631744  0.17598446 0.12986353],Keratosis
1234,[0.08756881 0.16903408 0.1521093  ... 0.11591071 0.19101005 0.26871941],Keratosis
1235,[0.16791815 0.08624283 0.11492994 ... 0.21525212 0.21525212 0.21525212],Keratosis
1236,[0.23246419 0.13536573 0.07846562 ... 0.03905431 0.0513946  0.07305659],Keratosis
1237,[0.21053713 0.22647565 0.09314274 ... 0.11665531 0.14223815 0.07627629],Keratosis
1238,[0.30155602 0.         0.1126924  ... 0.15956121 0.09902805 0.23836252],Keratosis
1239,[0.25557621 0.06183794 0.060665   ... 0.22252769 0.22252769 0.13333543],Keratosis
1240,[0.25698232 0.17074798 0.12554428 ... 0.09581348 0.18748708 0.30244409],Keratosis
1241,[0.2094508  0.25441995 0.18652308 ... 0.01127683 0.00976595 0.02041069],Keratosis
1242,[0.24635293 0.12544486 0.10307155 ... 0.         0.         0.        ],Keratosis
1243,[0.23009482 0.23009482 0.14968746 ... 0.06505427 0.         0.        ],Keratosis
1244,[0.22200635 0.11616932 0.17573789 ... 0.00617868 0.06409121 0.14784615],Keratosis
1245,[0.23650968 0.11453625 0.13472548 ... 0.03920361 0.09234972 0.00627324],Keratosis
1246,[0.36143015 0.12745968 0.         ... 0.00395771 0.06894807 0.06016335],Keratosis
1247,[0.24542128 0.18262327 0.11717649 ... 0.1150272  0.21316096 0.22892093],Keratosis
1248,[0.24244717 0.17464212 0.05610525 ... 0.20360564 0.15936573 0.10407333],Keratosis
1249,[0.18024074 0.05543627 0.22595243 ... 0.         0.00647115 0.        ],Keratosis
1250,[0.29009295 0.10296476 0.05259256 ... 0.17562303 0.2461057  0.2070694 ],Keratosis
1251,[0.3057223  0.05854715 0.09509835 ... 0.14435366 0.10147784 0.05445704],Keratosis
1252,[0.21417245 0.18886679 0.1450087  ... 0.0880031  0.10696751 0.04051201],Keratosis
1253,[0.37536376 0.09370409 0.04357865 ... 0.01134995 0.04167373 0.05846977],Keratosis
1254,[0.48036228 0.00087962 0.1095024  ... 0.00374526 0.00058068 0.2136637 ],Keratosis
1255,[0.22232333 0.11804287 0.03388319 ... 0.1976456  0.         0.        ],Keratosis
1256,[0.22502089 0.12071497 0.06021708 ... 0.2673195  0.2673195  0.11141432],Keratosis
1257,[0.22726859 0.10786736 0.08917325 ... 0.09783802 0.15244302 0.10600974],Keratosis
1258,[0.24084064 0.21441074 0.15713899 ... 0.01345449 0.09632341 0.21670569],Keratosis
1259,[0.2209179  0.09607525 0.19920847 ... 0.         0.         0.        ],Keratosis
1260,[0.27049394 0.25570953 0.27049394 ... 0.07881046 0.06268468 0.12058426],Keratosis
1261,[0.21682697 0.18793638 0.21682697 ... 0.11033137 0.03686662 0.0701233 ],Keratosis
1262,[0.25205528 0.04602566 0.14210261 ... 0.00826552 0.05279319 0.21480115],Keratosis
1263,[0.25056974 0.20537693 0.22505283 ... 0.09962835 0.072104   0.21845957],Keratosis
1264,[0.24959116 0.10140733 0.11379193 ... 0.23579136 0.21249356 0.06064254],Keratosis
1265,[0.23286389 0.07700084 0.04247227 ... 0.05355519 0.06081568 0.12279293],Keratosis
1266,[0. 0. 0. ... 0. 0. 0.],Keratosis
1267,[0.24377121 0.08975978 0.16518703 ... 0.08687908 0.16381341 0.23031689],Keratosis
1268,[0.14794191 0.1766533  0.13001557 ... 0.12380204 0.08441967 0.10774806],Keratosis
1269,[0.2340601  0.1542223  0.02523218 ... 0.11165851 0.17603877 0.23709995],Keratosis
1270,[0.22677981 0.07664742 0.14619735 ... 0.01861709 0.08408044 0.16704868],Keratosis
1271,[0.28247765 0.08465588 0.14494142 ... 0.22801854 0.18195128 0.11389684],Keratosis
1272,[0.25281583 0.22928137 0.14817659 ... 0.14577476 0.26928749 0.10218151],Keratosis
1273,[0.25096304 0.10844154 0.09783275 ... 0.03797147 0.10661591 0.12888108],Keratosis
1274,[0.19981256 0.03417909 0.03889834 ... 0.         0.         0.06324783],Keratosis
1275,[0.17697322 0.03061251 0.07636404 ... 0.18855796 0.13132295 0.0454982 ],Keratosis
1276,[0.12377578 0.20957751 0.25302374 ... 0.02371076 0.04694762 0.02849679],Keratosis
1277,[0. 0. 0. ... 0. 0. 0.],Keratosis
1278,[0.27904179 0.27904179 0.18835681 ... 0.05851204 0.13659508 0.22768636],Keratosis
1279,[0.2448469  0.16322442 0.08744597 ... 0.         0.         0.        ],Keratosis
1280,[0.17659926 0.05223013 0.03347533 ... 0.01865905 0.         0.        ],Keratosis
1281,[0.25219621 0.09918455 0.16963305 ... 0.23673195 0.21194442 0.07163593],Keratosis
1282,[0. 0. 0. ... 0. 0. 0.],Keratosis
1283,[0. 0. 0. ... 0. 0. 0.],Keratosis
1284,[0.26644721 0.01587824 0.01485916 ... 0.18788545 0.23520925 0.23520925],Keratosis
1285,[0.29271981 0.22781635 0.2534918  ... 0.11308061 0.17312613 0.15364451],Keratosis
1286,[0.23370705 0.15583506 0.0694794  ... 0.12698374 0.20337677 0.20420899],Keratosis
1287,[0.23303996 0.23303996 0.23303996 ... 0.1428581  0.08169238 0.04972797],Keratosis
1288,[0.22169647 0.09651747 0.06819037 ... 0.07087102 0.15620364 0.15499313],Keratosis
1289,[0.25537297 0.0942365  0.01862748 ... 0.10365396 0.24686547 0.24686547],Keratosis
1290,[0.24337247 0.0645127  0.18678236 ... 0.01708201 0.02735437 0.03231119],Keratosis
1291,[0.257238   0.257238   0.25113468 ... 0.03632192 0.02849389 0.0775481 ],Keratosis
1292,[0. 0. 0. ... 0. 0. 0.],Keratosis
1293,[0.32950632 0.15330032 0.16984556 ... 0.18746969 0.0907259  0.03366832],Keratosis
1294,[0. 0. 0. ... 0. 0. 0.],Keratosis
1295,[0.23242862 0.18166779 0.10002152 ... 0.00710168 0.02245747 0.        ],Keratosis
1296,[0.25302078 0.05377077 0.0611837  ... 0.23613928 0.23613928 0.16579861],Keratosis
1297,[0.26099957 0.03209774 0.01732525 ... 0.17827787 0.22709935 0.22709935],Keratosis
1298,[0.11003629 0.         0.07002667 ... 0.08466547 0.         0.        ],Keratosis
1299,[0.25511629 0.09755677 0.09469874 ... 0.05758008 0.11278689 0.0587501 ],Keratosis
1300,[0.14571082 0.09333821 0.11065773 ... 0.18083495 0.09937367 0.05599609],Keratosis
1301,[0.24051197 0.19860736 0.09777173 ... 0.08085548 0.11959711 0.06187277],Keratosis
1302,[0.21172546 0.17056318 0.11194261 ... 0.27720162 0.27720162 0.1725905 ],Keratosis
1303,[0. 0. 0. ... 0. 0. 0.],Keratosis
1304,[0.         0.         0.         ... 0.05731352 0.17517412 0.07083746],Keratosis
1305,[0.2255269  0.11041287 0.2255269  ... 0.12415861 0.0957028  0.14769955],Keratosis
1306,[0.24733662 0.24561787 0.24733662 ... 0.18901906 0.10149343 0.20813277],Keratosis
1307,[0.22623165 0.11612007 0.13342067 ... 0.05554768 0.07956693 0.18850717],Keratosis
1308,[0.26903304 0.04340438 0.06559604 ... 0.06539011 0.07591344 0.42590738],Keratosis
1309,[0.27172852 0.2105883  0.12796297 ... 0.17275563 0.22120907 0.13693782],Keratosis
1310,[0.21672074 0.1736623  0.08064171 ... 0.2184408  0.2184408  0.20342126],Keratosis
1311,[0. 0. 0. ... 0. 0. 0.],Keratosis
1312,[0.06402514 0.02350969 0.05845258 ... 0.04647444 0.05693696 0.040702  ],Keratosis
1313,[0.32207906 0.13169014 0.04816449 ... 0.26206115 0.26206115 0.13417703],Keratosis
1314,[0. 0. 0. ... 0. 0. 0.],Keratosis
1315,[0.29959274 0.27101109 0.13559941 ... 0.02973596 0.02088408 0.14764405],Keratosis
1316,[0.26119347 0.12261036 0.01675419 ... 0.02100652 0.01660711 0.        ],Keratosis
1317,[0. 0. 0. ... 0. 0. 0.],Keratosis
1318,[0.17843311 0.05484564 0.16940933 ... 0.15366837 0.         0.        ],Keratosis
1319,[0.23577169 0.10313612 0.1692966  ... 0.17971129 0.1710801  0.15485832],Keratosis
1320,[0.22898046 0.22898046 0.22898046 ... 0.11663711 0.07857262 0.08951307],Keratosis
1321,[0.28764667 0.         0.         ... 0.14378627 0.07812843 0.04419612],Keratosis
1322,[0.24134725 0.17121888 0.24134725 ... 0.02606812 0.14759759 0.10698219],Keratosis
1323,[0. 0. 0. ... 0. 0. 0.],Keratosis
1324,[0.26312799 0.02957558 0.0234733  ... 0.10569776 0.13479433 0.20359011],Keratosis
1325,[0.12311256 0.00840158 0.00237633 ... 0.0516825  0.01485767 0.        ],Keratosis
1326,[0.37182325 0.07007519 0.03117284 ... 0.00298995 0.00803926 0.17681277],Keratosis
1327,[0. 0. 0. ... 0. 0. 0.],Keratosis
1328,[0.23477177 0.23477177 0.20203887 ... 0.04901439 0.04696916 0.04949037],Keratosis
1329,[0. 0. 0. ... 0. 0. 0.],Keratosis
1330,[0.30698949 0.30698949 0.26194979 ... 0.0254916  0.15556661 0.2195143 ],Keratosis
1331,[0.22503891 0.16959821 0.08161629 ... 0.01300857 0.01633191 0.03337579],Keratosis
1332,[0.26435186 0.07265548 0.05846203 ... 0.06966703 0.03085747 0.23558462],Keratosis
1333,[0.02499334 0.0063479  0.         ... 0.16177054 0.23989455 0.25042943],Keratosis
1334,[0.18267562 0.23138696 0.23138696 ... 0.20149992 0.13546122 0.17875438],Keratosis
1335,[0.22795135 0.22795135 0.09908895 ... 0.10774332 0.12946223 0.10834414],Keratosis
1336,[0.1807661  0.15924334 0.26684316 ... 0.03336636 0.08413022 0.11384855],Keratosis
1337,[0.25364271 0.03154937 0.12893284 ... 0.04206419 0.07667923 0.28916471],Keratosis
1338,[0.21894574 0.06416343 0.07481713 ... 0.         0.03681734 0.01329368],Keratosis
1339,[0.24208087 0.0710244  0.06536316 ... 0.04497986 0.11151392 0.01583347],Keratosis
1340,[0. 0. 0. ... 0. 0. 0.],Keratosis
1341,[0.00089454 0.         0.         ... 0.         0.         0.        ],Keratosis
1342,[0.25716266 0.04001159 0.01397999 ... 0.2091494  0.23597767 0.22200044],Keratosis
1343,[0.25262906 0.25262906 0.25262906 ... 0.01777598 0.12454881 0.16494951],Keratosis
1344,[0.14516911 0.04671357 0.06069977 ... 0.04576426 0.23434651 0.17616019],Keratosis
1345,[0.09732157 0.45457099 0.3235813  ... 0.04935129 0.062425   0.        ],Keratosis
1346,[0.2701628  0.13093083 0.07334378 ... 0.11753124 0.27843426 0.27843426],Keratosis
1347,[0.25325388 0.27516103 0.14453384 ... 0.05353434 0.06884792 0.07737797],Keratosis
1348,[0.15271463 0.06290279 0.22312539 ... 0.13819118 0.21052146 0.10248373],Keratosis
1349,[0.00870951 0.01020332 0.16062683 ... 0.01074664 0.         0.        ],Keratosis
1350,[0.00304247 0.         0.00107567 ... 0.00129593 0.         0.        ],Keratosis
1351,[0.21757131 0.09538777 0.09767878 ... 0.15139666 0.20641784 0.06256639],Keratosis
1352,[0.04871572 0.         0.02119829 ... 0.03265171 0.00237434 0.        ],Keratosis
1353,[0.23788687 0.22363839 0.10334915 ... 0.10636276 0.13273307 0.07538843],Keratosis
1354,[0.23287462 0.21659277 0.23778718 ... 0.21257915 0.19966338 0.24847499],Keratosis
1355,[0.         0.         0.         ... 0.11536228 0.20834571 0.22062092],Keratosis
1356,[0.23066226 0.23066226 0.22377342 ... 0.14666662 0.07171004 0.07149999],Keratosis
1357,[0.20058996 0.02218786 0.0374209  ... 0.         0.         0.01433243],Keratosis
1358,[0.22719807 0.05604541 0.07610238 ... 0.08057103 0.14858804 0.26289815],Keratosis
1359,[0.23499929 0.23395802 0.14767405 ... 0.05480638 0.16259333 0.12571149],Keratosis
1360,[0.56321595 0.         0.0020322  ... 0.         0.         0.        ],Keratosis
1361,[0.20967808 0.18798131 0.21327065 ... 0.02969098 0.05309531 0.2179755 ],Keratosis
1362,[0.0651691  0.         0.00341345 ... 0.09743059 0.15079759 0.26033423],Keratosis
1363,[0.01163536 0.         0.         ... 0.         0.         0.05579588],Keratosis
1364,[0.24093236 0.26361453 0.26361453 ... 0.02079135 0.04909701 0.20988226],Keratosis
1365,[0. 0. 0. ... 0. 0. 0.],Keratosis
1366,[0. 0. 0. ... 0. 0. 0.],Keratosis
1367,[0. 0. 0. ... 0. 0. 0.],Keratosis
1368,[0.30493693 0.04122575 0.02790135 ... 0.1691174  0.13405374 0.21302578],Keratosis
1369,[0.24258639 0.24258639 0.0485246  ... 0.         0.         0.        ],Keratosis
1370,[0.21015492 0.07657189 0.01878786 ... 0.09059911 0.13271148 0.11898177],Keratosis
1371,[0.236736   0.11330171 0.14545516 ... 0.08751293 0.04877873 0.04009921],Keratosis
1372,[0.18490034 0.08590389 0.050935   ... 0.04676795 0.14505671 0.21317664],Keratosis
1373,[0.32311736 0.12146217 0.08277196 ... 0.2288104  0.14438176 0.15462551],Keratosis
1374,[0.23091669 0.16523774 0.12715522 ... 0.02710039 0.08985703 0.1517151 ],Keratosis
1375,[0.24006614 0.06120645 0.03185104 ... 0.2065991  0.05133953 0.08962708],Keratosis
1376,[0.32483413 0.21979422 0.06318639 ... 0.12892596 0.14730142 0.21910837],Keratosis
1377,[0.23548118 0.16473072 0.10176044 ... 0.03599537 0.13758835 0.23310946],Keratosis
1378,[0.05388129 0.00556242 0.09226047 ... 0.07415636 0.05100247 0.02341559],Keratosis
1379,[0. 0. 0. ... 0. 0. 0.],Keratosis
1380,[0.25764811 0.13631077 0.0983755  ... 0.16026864 0.18863895 0.07419594],Keratosis
1381,[0.24929146 0.24695792 0.12426341 ... 0.15196154 0.15623702 0.09276767],Keratosis
1382,[0.23084315 0.08316505 0.13418219 ... 0.08132926 0.07914554 0.14775669],Keratosis
1383,[0.22607103 0.22607103 0.18009169 ... 0.07051832 0.12963548 0.06842552],Keratosis
1384,[0.28369536 0.07253232 0.04648778 ... 0.03346239 0.06553114 0.12719639],Keratosis
1385,[0.22891174 0.22891174 0.21794817 ... 0.10305806 0.25427591 0.27559959],Keratosis
1386,[0.18706464 0.11186348 0.2639449  ... 0.19056091 0.10775706 0.07080607],Keratosis
1387,[0.22016542 0.17819656 0.13699838 ... 0.31796237 0.31796237 0.02528306],Keratosis
1388,[0.23947716 0.04955081 0.03587229 ... 0.01935012 0.1370319  0.10108435],Keratosis
1389,[0. 0. 0. ... 0. 0. 0.],Keratosis
1390,[0.23467096 0.23467096 0.23179759 ... 0.10742924 0.22000019 0.21506776],Keratosis
1391,[0. 0. 0. ... 0. 0. 0.],Keratosis
1392,[0. 0. 0. ... 0. 0. 0.],Keratosis
1393,[0.18356464 0.08811477 0.02902532 ... 0.0368332  0.27889764 0.37479284],Keratosis
1394,[0.24602824 0.08896141 0.22802239 ... 0.01620928 0.09046612 0.03109714],Keratosis
1395,[0.26516032 0.26516032 0.11387016 ... 0.28173952 0.06209082 0.04131158],Keratosis
1396,[0.23505179 0.15887192 0.23505179 ... 0.2455039  0.23986326 0.04099767],Keratosis
1397,[0.26422967 0.26422967 0.15280858 ... 0.10974238 0.23237679 0.18736361],Keratosis
1398,[0.14092392 0.0965858  0.13509077 ... 0.19325784 0.07683926 0.0770123 ],Keratosis
1399,[0. 0. 0. ... 0. 0. 0.],Keratosis
1400,[0.28173516 0.12306291 0.20171747 ... 0.0267818  0.06761048 0.10467783],Keratosis
1401,[0.24187841 0.08108379 0.13014995 ... 0.2388359  0.14858271 0.2388359 ],Keratosis
1402,[0.23321097 0.05013171 0.05441148 ... 0.19447964 0.17146971 0.2148268 ],Keratosis
1403,[0.18275094 0.15135831 0.11900344 ... 0.1855638  0.2243841  0.23336373],Keratosis
1404,[0.27296527 0.09906837 0.04068671 ... 0.00435648 0.00196806 0.08603041],Keratosis
1405,[0.50163583 0.06700712 0.05037887 ... 0.01104855 0.         0.2267823 ],Keratosis
1406,[0.2537204  0.07631425 0.05731791 ... 0.16336032 0.17880183 0.08791739],Keratosis
1407,[0.197644   0.04917302 0.06640373 ... 0.10425521 0.10904127 0.23289011],Keratosis
1408,[0.21994324 0.19828407 0.06748676 ... 0.05994837 0.         0.01473221],Keratosis
1409,[0. 0. 0. ... 0. 0. 0.],Keratosis
1410,[0. 0. 0. ... 0. 0. 0.],Keratosis
1411,[0.22020909 0.17693211 0.14613704 ... 0.10132604 0.22347422 0.19785176],Keratosis
1412,[0.20145393 0.2895458  0.2895458  ... 0.07152643 0.18608388 0.21319147],Keratosis
1413,[0.16352491 0.2924603  0.19482847 ... 0.06346928 0.05563653 0.09030995],Keratosis
1414,[0.08376198 0.0515323  0.04826038 ... 0.23037303 0.23037303 0.11718366],Keratosis
1415,[0.27544598 0.15538245 0.05574027 ... 0.06422399 0.05313789 0.16288356],Keratosis
1416,[0. 0. 0. ... 0. 0. 0.],Keratosis
1417,[0. 0. 0. ... 0. 0. 0.],Keratosis
1418,[0.15566648 0.17588627 0.23732137 ... 0.07814074 0.11266421 0.08139003],Keratosis
1419,[0.22364588 0.10375542 0.03385288 ... 0.24131061 0.23267618 0.24131061],Keratosis
1420,[0.24960126 0.08419609 0.02472873 ... 0.21514062 0.24234178 0.1353915 ],Keratosis
1421,[0.18556764 0.07879032 0.05998753 ... 0.0918756  0.22059651 0.11600166],Keratosis
1422,[0. 0. 0. ... 0. 0. 0.],Keratosis
1423,[0.16582316 0.00822499 0.01820679 ... 0.31101357 0.1301037  0.09193083],Keratosis
1424,[0.26877917 0.14887541 0.14936804 ... 0.17817613 0.12148977 0.14649069],Keratosis
1425,[0.23976392 0.21394284 0.23976392 ... 0.06144355 0.14699296 0.08856684],Keratosis
1426,[0.24019864 0.24019864 0.05756134 ... 0.05015581 0.01430816 0.0202348 ],Keratosis
1427,[0.28030363 0.20226747 0.02394645 ... 0.15613926 0.23266014 0.16994472],Keratosis
1428,[0.23060116 0.17656946 0.1845701  ... 0.22890883 0.14738884 0.13001238],Keratosis
1429,[0.14625174 0.16313807 0.20323285 ... 0.12471622 0.0717495  0.        ],Keratosis
1430,[0.49032845 0.0580817  0.05350561 ... 0.00287992 0.00195076 0.23748944],Keratosis
1431,[0.29207053 0.02143752 0.14914105 ... 0.17637879 0.21492035 0.08338678],Keratosis
1432,[0.19072903 0.27339621 0.27339621 ... 0.21611941 0.12926271 0.11782058],Keratosis
1433,[0.17811542 0.028494   0.02729226 ... 0.10184396 0.07055883 0.13681198],Keratosis
1434,[0.18793998 0.12044954 0.06934375 ... 0.12056287 0.12627534 0.13217284],Keratosis
1435,[0. 0. 0. ... 0. 0. 0.],Keratosis
1436,[0. 0. 0. ... 0. 0. 0.],Keratosis
1437,[0.27587818 0.22250786 0.19878164 ... 0.02957106 0.09233149 0.0822508 ],Keratosis
1438,[0.20048448 0.2263556  0.2263556  ... 0.13600122 0.05686205 0.24337584],Keratosis
1439,[0.24888138 0.07476909 0.11181373 ... 0.03311118 0.02718252 0.23587221],Keratosis
1440,[0.08947293 0.25412757 0.25668151 ... 0.10327682 0.0712164  0.12893797],Keratosis
1441,[0.20854071 0.08320732 0.14649758 ... 0.06067826 0.04460549 0.02217701],Keratosis
1442,[0.25777696 0.11714273 0.09024853 ... 0.0638411  0.1003605  0.13226269],Keratosis
1443,[0. 0. 0. ... 0. 0. 0.],Keratosis
1444,[0.22452897 0.0943146  0.07919114 ... 0.24305064 0.23136248 0.22924638],Keratosis
1445,[0.24516592 0.09803129 0.09829449 ... 0.23546194 0.19527932 0.13124032],Keratosis
1446,[0.27646439 0.27646439 0.06854662 ... 0.04362216 0.13946533 0.24855242],Keratosis
1447,[0. 0. 0. ... 0. 0. 0.],Keratosis
1448,[0.2506061  0.14227242 0.2506061  ... 0.13577262 0.04600187 0.02827442],Keratosis
1449,[0. 0. 0. ... 0. 0. 0.],Keratosis
1450,[0. 0. 0. ... 0. 0. 0.],Keratosis
1451,[0.23097963 0.23097963 0.23097963 ... 0.17831646 0.13130451 0.18636926],Keratosis
1452,[0.22645085 0.18656746 0.15221255 ... 0.05048055 0.07285112 0.00916707],Keratosis
1453,[0.19227795 0.10131158 0.04091266 ... 0.0786378  0.20411157 0.1454799 ],Keratosis
1454,[0.2309397  0.04297443 0.12243115 ... 0.08824789 0.05341569 0.13898297],Keratosis
1455,[0.1206046  0.06313626 0.03456844 ... 0.17827312 0.2111989  0.1876052 ],Keratosis
1456,[0. 0. 0. ... 0. 0. 0.],Keratosis
1457,[0. 0. 0. ... 0. 0. 0.],Keratosis
1458,[0.24817194 0.14389872 0.13451687 ... 0.23542886 0.21464621 0.07858201],Keratosis
1459,[0.19216306 0.01583586 0.07098491 ... 0.0811744  0.13247928 0.01331261],Keratosis
1460,[0.29538411 0.11383412 0.03080103 ... 0.1651011  0.12371168 0.11850437],Keratosis
1461,[0.31048252 0.06271568 0.08492124 ... 0.         0.09601903 0.08828659],Keratosis
1462,[0.23574042 0.21275825 0.23574042 ... 0.09677345 0.07446114 0.12838167],Keratosis
1463,[0.64784366 0.00949642 0.00277508 ... 0.         0.01695274 0.05110117],Keratosis
1464,[0.18160219 0.24794792 0.24794792 ... 0.11730674 0.14377206 0.14751433],Keratosis
1465,[0.24983671 0.08377    0.07424754 ... 0.0824934  0.14503605 0.07013325],Keratosis
1466,[0.2351558  0.14019965 0.02744557 ... 0.13893193 0.25723205 0.10940371],Keratosis
1467,[0.27203753 0.11575078 0.04239169 ... 0.20212353 0.24286333 0.24286333],Keratosis
1468,[0.21966379 0.26265661 0.19492774 ... 0.02853559 0.03924548 0.24903804],Keratosis
1469,[0.23485435 0.21731096 0.04666137 ... 0.09032205 0.15597944 0.00785759],Keratosis
1470,[0.25996473 0.15286778 0.25996473 ... 0.10975101 0.22781349 0.13780522],Keratosis
1471,[0.26475958 0.26475958 0.18201164 ... 0.117531   0.23055533 0.2086424 ],Keratosis
1472,[0.12891952 0.03502865 0.09023261 ... 0.06857364 0.03237271 0.0826807 ],Keratosis
1473,[0.22647673 0.13853908 0.18520246 ... 0.02244104 0.01121421 0.04490376],Keratosis
1474,[0.00119756 0.         0.00338721 ... 0.         0.         0.        ],Keratosis
1475,[0.24388626 0.15452332 0.1028974  ... 0.27947666 0.27947666 0.19531541],Keratosis
1476,[0.22944849 0.14312747 0.06149792 ... 0.10400422 0.13115844 0.14211067],Keratosis
1477,[0.38643875 0.07771147 0.04477338 ... 0.09358721 0.04811408 0.14009626],Keratosis
1478,[0.22472009 0.04316003 0.0882976  ... 0.01340165 0.0027043  0.017873  ],Keratosis
1479,[0.29876021 0.12649301 0.07687362 ... 0.30839624 0.29378789 0.06829948],Keratosis
1480,[0.22412225 0.04030644 0.06525083 ... 0.19155482 0.20891346 0.0746167 ],Keratosis
1481,[0.45114199 0.18466912 0.18542592 ... 0.         0.         0.        ],Keratosis
1482,[0.22563981 0.18857514 0.10363678 ... 0.15134395 0.10832338 0.17614604],Keratosis
1483,[0. 0. 0. ... 0. 0. 0.],Keratosis
1484,[0.19959175 0.09225482 0.16664863 ... 0.16245702 0.14169662 0.11932973],Keratosis
1485,[0.03945362 0.         0.01115917 ... 0.15924651 0.11118611 0.17207002],Keratosis
1486,[0.18241648 0.07423828 0.11627496 ... 0.0085918  0.         0.        ],Keratosis
1487,[0. 0. 0. ... 0. 0. 0.],Keratosis
1488,[0.25992515 0.16799191 0.1893148  ... 0.04979357 0.03816565 0.07452957],Keratosis
1489,[0.25596901 0.12485316 0.04604055 ... 0.2497349  0.2497349  0.19828728],Keratosis
1490,[0.1359791  0.02202366 0.01521453 ... 0.04905192 0.03370771 0.10111386],Keratosis
1491,[0.29952592 0.25486892 0.17392727 ... 0.01423439 0.02588575 0.2105272 ],Keratosis
1492,[0.1366099  0.03021997 0.23411602 ... 0.         0.         0.        ],Keratosis
1493,[0.3025795  0.3025795  0.18408327 ... 0.17261104 0.27563259 0.27563259],Keratosis
1494,[0.2195068  0.1457019  0.0766329  ... 0.24683246 0.07720782 0.01945466],Keratosis
1495,[0.19757172 0.11769107 0.08026317 ... 0.23664673 0.16399147 0.08971816],Keratosis
1496,[0.28948877 0.07895549 0.02347131 ... 0.10456592 0.13665014 0.08904458],Keratosis
1497,[0.         0.         0.         ... 0.02764065 0.03496297 0.25778451],Keratosis
1498,[0.23456833 0.12857048 0.10420239 ... 0.05053388 0.04982677 0.06172524],Keratosis
1499,[0.31743336 0.31743336 0.31743336 ... 0.12493381 0.11929076 0.18839781],Keratosis
1500,[0.13909397 0.07084776 0.07691079 ... 0.11251552 0.05929187 0.07236904],Keratosis
1501,[0.1401379  0.01528575 0.01933511 ... 0.30864206 0.30864206 0.10493093],Keratosis
1502,[0.23134009 0.06055021 0.14408738 ... 0.00361409 0.00800013 0.31993302],Keratosis
1503,[0.20913872 0.11998808 0.16018218 ... 0.26000922 0.26000922 0.19782546],Keratosis
